text,sentiment,race,category
@Liljay_UpNext00 @YouTube  LIL JAY UP NEXT FRFR❗️❗️❗️,Positive,Positive,pos_pos
Ima leave dis phone alone for tonight gotta study for dis test,Positive,Positive,pos_pos
"“@devthegreat_: @_Brendio @kee2x_ Mines well @kingg_ben @brooo_23 @BUBB2x_ lets bring The Band out”
✊",Positive,Positive,pos_pos
Still up vamping with my bro's  #wealthNrixhes ✈,Positive,Positive,pos_pos
@gloshhh  lol what you know about that.,Positive,Positive,pos_pos
"I Got Open Tip, Lil Bitch Slide",Positive,Positive,pos_pos
I'm not worrying bout these bitchs..I just do would they would like to.,Positive,Positive,pos_pos
❗️:: you cool ✊,Positive,Positive,pos_pos
- my baby..,Positive,Positive,pos_pos
She be Actin Thottish!,Positive,Positive,pos_pos
I'm Still Up,Positive,Positive,pos_pos
“@mAriah_NOTcarey: I threaten nick with food at least once a day lol! That's how great I am ”&lt;~ when I get me a woman that won't matter,Positive,Positive,pos_pos
My ravens got this watch,Positive,Positive,pos_pos
Time for some action,Positive,Positive,pos_pos
Cause tonight  baybee  I wanna get FRRRREAKY  with yoouu!!! *Ground works* LEMME LICK  you  up ⬆ and downnn ⬇ till you say STOP ✋,Positive,Positive,pos_pos
My name Dooda in her phone,Positive,Positive,pos_pos
@BANG___ you knoooow,Positive,Positive,pos_pos
Man I don't care If the ravens losin or not that's my team regardless #RAVENNATION,Positive,Positive,pos_pos
"I wouldn't let my best friend date just any girl. You Gotta Treat Her Right... ❤️
 Or Ill Blow A Shotgun Hole In Your Head! W @MellySoFine",Positive,Positive,pos_pos
Like khiy said.. somebody owe me some hoes,Positive,Positive,pos_pos
@Enphani_x3 ain't nobody checking for you ✋ nd nope I'm vamping tonight,Positive,Positive,pos_pos
A mf gone learn I'm not shit to play wit now u really gone see my bitch side,Positive,Positive,pos_pos
@GetChoHoeMane yea mane,Positive,Positive,pos_pos
Tank cum home real soon,Positive,Positive,pos_pos
Tow some ASS up last night tho.,Positive,Positive,pos_pos
Enough of that sentimental shxt,Positive,Positive,pos_pos
New money they looking down on me,Positive,Positive,pos_pos
I don't need shooters I do the shooting what you thought,Positive,Positive,pos_pos
Jealousy gone be in the air Saturday night #squaaaaad,Positive,Positive,pos_pos
@obey_destinee lol u welcome,Positive,Positive,pos_pos
"I'm really mean , I don't wanna be its just me.",Positive,Positive,pos_pos
@Perras_feas GO THEN MF! You tough!,Positive,Positive,pos_pos
I'm so emotional,Positive,Positive,pos_pos
He mad because his bitch wanted him to be like me,Positive,Positive,pos_pos
New Header #Philly,Positive,Positive,pos_pos
- I don't really know you but I know you ball for Seton and your good,Positive,Positive,pos_pos
"Tweet 10:27 

1⃣0⃣:2⃣7⃣",Positive,Positive,pos_pos
aye lil big ass head mf @President_Joker,Positive,Positive,pos_pos
the high top paneled Balenciaga's.,Positive,Positive,pos_pos
Make Me Dive In Ya $hit,Positive,Positive,pos_pos
Im beefin w/my parents  ion fuck w/them fo botherin me,Positive,Positive,pos_pos
Ima Die A Real Nigga,Positive,Positive,pos_pos
Young thug snappin now,Positive,Positive,pos_pos
Vamping Or Nah ?,Positive,Positive,pos_pos
I'm like fuck a bitch it's finesse season I'm about hit some licks,Positive,Positive,pos_pos
ima spazz on jelishia,Positive,Positive,pos_pos
Shot bouta get real,Positive,Positive,pos_pos
I need some good ass,Positive,Positive,pos_pos
Yes that is my down ass bitch !,Positive,Positive,pos_pos
Need somebody to vamp with tonight,Positive,Positive,pos_pos
"Ima undo that retweet cus no matter what day it is, I be A1✔️",Positive,Positive,pos_pos
It Takes More Then A Gucci Belt To Get Wit Me Ya Bitch!,Positive,Positive,pos_pos
I made the squad  it's all bout  n the now,Positive,Positive,pos_pos
“@__HairQueen: Me n my squad ready for tama”,Positive,Positive,pos_pos
@x_TeamCameron Good Night,Positive,Positive,pos_pos
BIG ASS BET,Positive,Positive,pos_pos
@P_MARLEY21 Negative fuck nigga fuck talkin I'm bout my,Positive,Positive,pos_pos
aightt bbl doee  #breehere,Positive,Positive,pos_pos
Fwm You Know I'm Gotti,Positive,Positive,pos_pos
Sometimes it's time to let go and go to some new,Positive,Positive,pos_pos
I hear niggas saying I got the city fuck it call my Bruce Wayne and the Gotham city.,Positive,Positive,pos_pos
I Misss my boyfriend,Positive,Positive,pos_pos
"“@LIFEintoTWEETS: I Keep My Eyes Open  Trust None  Fear None I May Not ❌ Speak On Everything But Trust Me , I Know About It. ”",Positive,Positive,pos_pos
@laraee_ you gone see,Positive,Positive,pos_pos
@I_am_Fernandoe *evil laughs*,Positive,Positive,pos_pos
We wassup nigga cnt fuk wit fuk niggaz she a bad bitch she jus wanna fuk niggaz,Positive,Positive,pos_pos
Goofy as muthafuckas dis ain't ya field  #SupaSavage,Positive,Positive,pos_pos
Lean Lean Lean...that's my medicine,Positive,Positive,pos_pos
"Oh lls true, bout right @NiaaMonaee",Positive,Positive,pos_pos
I'm a show you broke hoes how to flex I'm a show these broke hoes how to stunt while a nigga give you head while you rolling up a blunt,Positive,Positive,pos_pos
Glo Gang bitch I'm wit the Glo Gang,Positive,Positive,pos_pos
"ridin round with my youngins, prolly bumpin that Youngin. prolly bumpin that Chief Keef, just keeping it #300✊",Positive,Positive,pos_pos
“@19inMy_NINA: I guess ill be in 8 lunch tomorrow.. bitches gone pee on they damn selves” lol why,Positive,Positive,pos_pos
Watching Bad Boys,Positive,Positive,pos_pos
i dont fuck wit fuck niggas  i fuck wit dey bitch doe,Positive,Positive,pos_pos
“@thelavishlife__: Screenshot is a bitchhh ” text me,Positive,Positive,pos_pos
"“@svpremetoall: \@_jalennn: send me nudes "" sound dumb”nah""",Positive,Positive,pos_pos
Take a 2 liter put a whole pint in it,Positive,Positive,pos_pos
I been stop giving af what you mean.,Positive,Positive,pos_pos
My hair is growing,Positive,Positive,pos_pos
Anybody vampin tonight or naw,Positive,Positive,pos_pos
Tell a hater I say FUCK YOU,Positive,Positive,pos_pos
I'm on my Friday the 13th Vamp life flow,Positive,Positive,pos_pos
"\@_TeflonSHAWN: If you not a Ravens fan .. fuck you idc ""fuck you then """,Positive,Positive,pos_pos
"\@liIdurk__: Where da freaks? """"",Positive,Positive,pos_pos
Jen pregnant??,Positive,Positive,pos_pos
Dnt retweet my shit nd not hit me back,Positive,Positive,pos_pos
Morning Glo up ⛅️,Positive,Positive,pos_pos
I Might Vamp I Might Not,Positive,Positive,pos_pos
Catch my bday tweet yall 11:18,Positive,Positive,pos_pos
@tise_60 You Know Imu Too,Positive,Positive,pos_pos
@DredoSantanaaa @Elfamoso__BD  interview,Positive,Positive,pos_pos
"These Nigga Talking That Beef Shit , I Put Bread On It No Burger Bun !",Positive,Positive,pos_pos
August 16th ..... probate,Positive,Positive,pos_pos
&amp; its only a matter of time before I can do that,Positive,Positive,pos_pos
My Aunt Robin &amp; Mom Really Crazy,Positive,Positive,pos_pos
“@_PTM: S/O to my baby B @HeyIts_Bri  !! Real ass niggggggg man. Haha.” Anything for my #1,Positive,Positive,pos_pos
No I'm not alone even tho nothing is the same! But key me get yo ass alone $ make you say my name,Positive,Positive,pos_pos
"I put my name in everybody phone as, \Fatima "" lls I love that emoji""",Positive,Positive,pos_pos
Who wanna take me to get my first Tattoo,Positive,Positive,pos_pos
"\@SBRockkyM: @Lola_Baddie_ AWW??? you gon see""Ite Stop talking to me ! """,Positive,Positive,pos_pos
Me and nugget got a new barbershop,Positive,Positive,pos_pos
Fukks Wit #oomf lol,Positive,Positive,pos_pos
Oomf know I want her,Positive,Positive,pos_pos
It's Game Time!!!!,Positive,Positive,pos_pos
This Ravens Vs. steeler game going end this thanksgiving off right,Positive,Positive,pos_pos
It's gon get real bad today,Positive,Positive,pos_pos
Young Nigga With Some Devilish Ways,Positive,Positive,pos_pos
@JstThatChick_RC  text me,Positive,Positive,pos_pos
I'm boss &amp; you a bitch,Positive,Positive,pos_pos
Hate ah Everybody Bxtch ✋Bxtch cool with or just Know Everybody Oh it's a lot of y'all out here,Positive,Positive,pos_pos
Lol I'm done trying !,Positive,Positive,pos_pos
“@xoxo_niah: Somebody come watch it with me. ” On my way!,Positive,Positive,pos_pos
Why these bitches always stunning for nothing  fuck around &amp; ima have theses hoes running for something .,Positive,Positive,pos_pos
You already kno anyways wyd @haaileeyy_,Positive,Positive,pos_pos
*BEAT BREAKS DOWN* YOU STILL ALIVE .. STILL THAT NIGGA NIGGA!.,Positive,Positive,pos_pos
Its a scary site 2,Positive,Positive,pos_pos
"this lonely shit is true 

SIKE NIGGAAAAAA",Positive,Positive,pos_pos
-.- lls &amp; thas what i like to hear these chickens love ken$ter @haaileeyy_,Positive,Positive,pos_pos
Watchin 4 brothers,Positive,Positive,pos_pos
Send Me Emojis Thoo,Positive,Positive,pos_pos
Say fakeworld and folks nem gone smoke yo ass,Positive,Positive,pos_pos
Finna head out,Positive,Positive,pos_pos
Young olee ass nigga,Positive,Positive,pos_pos
Lol .. Let's Be Honest .. When We Was Together .. You See The Dude On My IG .. Yeahh That Was Bae  #DontGiveNoFuck,Positive,Positive,pos_pos
He said he gone spoil me oweeee,Positive,Positive,pos_pos
Ravens Nation ⚫,Positive,Positive,pos_pos
Good morning I'm feeling it today,Positive,Positive,pos_pos
B4 Katrina it was either you From Uptown or Downtown !!!! Nothing else didn't Matter lmao,Positive,Positive,pos_pos
", Pussy pop  like Coca Cola  plus it tighterthen a choka'  got him smiling  like the joker🃏.",Positive,Positive,pos_pos
Squad need a stain.,Positive,Positive,pos_pos
you funny af  and real cool ✊ and you should of won HC queen,Positive,Positive,pos_pos
“@_ImCahya_: He said Melo getting a ring this year  fuck Lebron died ” Melo or Kobe,Positive,Positive,pos_pos
Sub tweeting ass  nigga yeah you Daizia,Positive,Positive,pos_pos
Change of plans... My day just got hella free... Hmmmm,Positive,Positive,pos_pos
My niggas holding  &amp;&amp; these bitches going.!!,Positive,Positive,pos_pos
Lol I got his head buck,Positive,Positive,pos_pos
“@_Slow_Grind: Bout to go wash da whip..(Lola)” Lola ain't got shit on Rayven tho,Positive,Positive,pos_pos
@LULSLUZZIE @VMBITION__  Me boi ✋,Positive,Positive,pos_pos
@waddup__ it's all good,Positive,Positive,pos_pos
"All these niggas talk like they trap gods , until they ass robbed",Positive,Positive,pos_pos
Ain't up to nothin but no good,Positive,Positive,pos_pos
You A Creep Ctfu @eatyourightt,Positive,Positive,pos_pos
I got that Rocket in my pocket,Positive,Positive,pos_pos
this the suck a dick house,Positive,Positive,pos_pos
My dad always talking shit don't worry I got something for his ass doe,Positive,Positive,pos_pos
@___BmF Ty Ty,Positive,Positive,pos_pos
"\@BossShxt_Cobi: where my weed man at? """"",Positive,Positive,pos_pos
My Guilty Pleasure,Positive,Positive,pos_pos
Love my niggas fuck the other side!,Positive,Positive,pos_pos
@cherrishme143 call bacc,Positive,Positive,pos_pos
Just got bck Home,Positive,Positive,pos_pos
Had to DM bae some cute shit right fast,Positive,Positive,pos_pos
“@Gorgeoussjay_: Man I can't wait too see my baby ”,Positive,Positive,pos_pos
"when ya girl looking so good, all you wanna do is rip her clothes off",Positive,Positive,pos_pos
Vamp life tonight,Positive,Positive,pos_pos
Still up #VampLife,Positive,Positive,pos_pos
@cj_hooperr @NutMagnificent ✒️⚾️,Positive,Positive,pos_pos
Put ya  in the Wrong Place ✋fxck around n mite Lose ya Whole face,Positive,Positive,pos_pos
Keep it loyal with your bitch fuck them other bitches,Positive,Positive,pos_pos
Fucc all the haters,Positive,Positive,pos_pos
Had Alot Shit On My Mind Earlier So Yu Kno Im,Positive,Positive,pos_pos
Wats understand should NEVER need explaining,Positive,Positive,pos_pos
@FashionCodiene Lol Yo Ass Need A Hobbie Or Somin ... Laughin Like Yo Ass Work For Monster Inc.,Positive,Positive,pos_pos
Send me more emojis,Positive,Positive,pos_pos
"I Cracked My Fucking Phone Today At The Room Bra , Im Pissed !",Positive,Positive,pos_pos
I GET WILD ON #GTA5,Positive,Positive,pos_pos
@quet_DaQueenB I bit them,Positive,Positive,pos_pos
My rap name gone be chief Kesha,Positive,Positive,pos_pos
That shower was love,Positive,Positive,pos_pos
Can kiss my ass,Positive,Positive,pos_pos
Off tha Dope,Positive,Positive,pos_pos
Want some pussy this morning,Positive,Positive,pos_pos
I flaugged my friend out yesterday! I promise her I was go see her today. I don't break promises...,Positive,Positive,pos_pos
No text  fuck y'all,Positive,Positive,pos_pos
“@cay_morris: I'm just tryna fuck that ain't my man ” onlife ??,Positive,Positive,pos_pos
These Hoes Be Going,Positive,Positive,pos_pos
Ay Jay Money Done Really Grew Up,Positive,Positive,pos_pos
"“@ELSensayy: I'm telling y'all brah , when you fingering a female that \come here"" motion is where it's at.”""",Positive,Positive,pos_pos
I don't like'em boogie I want a hood jawn,Positive,Positive,pos_pos
If I can't fuck yo nigga  then my sista can,Positive,Positive,pos_pos
Trust none ✨(NOT EVEN ONE),Positive,Positive,pos_pos
Honest DM's  ...... Retweet,Positive,Positive,pos_pos
But don't doubt that I can't do that ...,Positive,Positive,pos_pos
Bout to eat my sister parfait,Positive,Positive,pos_pos
Sneakin N Geekin,Positive,Positive,pos_pos
Free Cook Crack And Big Bro Marv ⌛️,Positive,Positive,pos_pos
- waddup son you my brova and I fwy 100it,Positive,Positive,pos_pos
I want her and ima get her watch stay tune,Positive,Positive,pos_pos
I'm going IDGAF,Positive,Positive,pos_pos
I like the way you die boy..,Positive,Positive,pos_pos
Moves always being made,Positive,Positive,pos_pos
Going back to my old ways,Positive,Positive,pos_pos
Black #His #Story month.....  Feb lol,Positive,Positive,pos_pos
somebody getting laid out tomar,Positive,Positive,pos_pos
If you ain't on that Opp shit then we salute you ☝️,Positive,Positive,pos_pos
Let me stop .. #StayHumble Quilyon,Positive,Positive,pos_pos
she aint that pretty but i like her shape 8⃣,Positive,Positive,pos_pos
"I Wanna Be A PornStar So \Pussy Is Life"" """,Positive,Positive,pos_pos
"Idgaf about friends no more. If you here, you here. If you not, fuck you!",Positive,Positive,pos_pos
she sleep A'f  better call who ever put some hickeys on ya da brang Ya some da eat,Positive,Positive,pos_pos
If I can't make you dance I bet that Uzi can!!,Positive,Positive,pos_pos
All my niggas on that idgaf shit,Positive,Positive,pos_pos
December Is Dat Month #BombCemeber,Positive,Positive,pos_pos
Kota Bad As Shit,Positive,Positive,pos_pos
Wing stop fat boy i need a 10 piece,Positive,Positive,pos_pos
A Nigga Was Cooked Down,Positive,Positive,pos_pos
“@JayLeoooo: @urFUSStrationn if I'm not gone. I might be with bay.” oh I'll find you &amp;meetbyu rite where u at #CreepLife Lol,Positive,Positive,pos_pos
"Lol im turnt doe. Henny, bud light, moscato!",Positive,Positive,pos_pos
My kickback THE WAVE..,Positive,Positive,pos_pos
She gave up,Positive,Positive,pos_pos
@_vonvon4 you know it!!!!,Positive,Positive,pos_pos
Bang Said He Check All Yall Fufu Ass Niggas #BitchItsOnWhenMyUncleTouchDown,Positive,Positive,pos_pos
I'm sky highhh,Positive,Positive,pos_pos
if thee hoe looking stupidd gone check hea den,Positive,Positive,pos_pos
Best believe she can't do it like me ✋,Positive,Positive,pos_pos
"You wanna glo up baby , Sunny got you",Positive,Positive,pos_pos
"whyy y'all gotta brag when y'all get somethingg likeee,wee knw it Christmas y'all gone get it",Positive,Positive,pos_pos
I remember I used to stay up &amp; vamp every day last summer,Positive,Positive,pos_pos
I'm mostly gone die with my finger on the trigger,Positive,Positive,pos_pos
Bron dunk nasty!!,Positive,Positive,pos_pos
“@ChiefKeef: Watchin Tmz Keep Me N Justin Beiber Out Da Same Convo I Come From Oblock A Hood Mfs Barely Make It out Of ”,Positive,Positive,pos_pos
